OID_,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Urban_Label,Shape_Length,Shape_Area,shape_wkt
680,MFR/LS,North End Neighborhood,1B/1J/1K/1L,54,Residential,Art54_MFR/LS,3.000000000000000,Multifamily Residential/Local Services,ART54-SUB003-0,0.003754120963116,0.000000451975624,
681,OS-RC,North End Neighborhood,1B/1J/1K/1L,54,Open Space,Art54_OS-RC,,Recreation Open Space,ART54-SUB010-0,0.003254119835032,0.000000597793443,
682,NORTH WASHINGTON ST CC,North End Neighborhood,1B/1J/1K/1L,54,Business,Art54_NORTH WASHINGTON ST CC,3.000000000000000,Community Commercial,ART54-SUB007-0,0.007362144339790,0.000001305292799,
683,MFR/LS,North End Neighborhood,1B/1J/1K/1L,54,Residential,Art54_MFR/LS,3.000000000000000,Multifamily Residential/Local Services,ART54-SUB003-0,0.004955311986869,0.000001176430747,
684,WATERFRONT NS,North End Neighborhood,1B/1J/1K/1L,54,Business,Art54_WATERFRONT NS,3.000000000000000,Neighborhood Shopping,ART54-SUB013-0,0.003168305803505,0.000000542021075,
685,COMMERCIAL WHARF NS,North End Neighborhood,1B/1J/1K/1L,54,Business,Art54_COMMERCIAL WHARF NS,3.000000000000000,Neighborhood Shopping,ART54-SUB001-0,0.002511005887857,0.000000298228941,
686,MERCANTILE NS,North End Neighborhood,1B/1J/1K/1L,54,Business,Art54_MERCANTILE NS,3.000000000000000,Neighborhood Shopping,ART54-SUB005-0,0.003509981332143,0.000000630075894,
687,OS-UP,North End Neighborhood,1B/1J/1K/1L,54,Open Space,Art54_OS-UP,,Urban Plaza Open Space,ART54-SUB011-0,0.001092496902853,0.000000072154412,
688,OS-RC,North End Neighborhood,1B/1J/1K/1L,54,Open Space,Art54_OS-RC,,Recreation Open Space,ART54-SUB010-0,0.001904336703386,0.000000144862088,
689,OS-UP,North End Neighborhood,1B/1J/1K/1L,54,Open Space,Art54_OS-UP,,Urban Plaza Open Space,ART54-SUB011-0,0.003656370953074,0.000000393161043,
690,OS-P,North End Neighborhood,1B/1J/1K/1L,54,Open Space,Art54_OS-P,,Parkland Open Space,ART54-SUB009-0,0.001631817205861,0.000000098837449,
691,OS-RC,North End Neighborhood,1B/1J/1K/1L,54,Open Space,Art54_OS-RC,,Recreation Open Space,ART54-SUB010-0,0.001054035886181,0.000000054684274,
692,OS-RC,North End Neighborhood,1B/1J/1K/1L,54,Open Space,Art54_OS-RC,,Recreation Open Space,ART54-SUB010-0,0.001696340172400,0.000000136787508,
693,MFR,North End Neighborhood,1B/1J/1K/1L,54,Residential,Art54_MFR,3.000000000000000,Multifamily Residential,ART54-SUB004-0,0.069972818008903,0.000022932715781,
694,4,Central Artery Special,1Xa-1Xb,49,Mixed Use,Art49_4,,Central Artery Area,ART49-SUB023-0,0.001779760977587,0.000000129870452,"MULTIPOLYGON (((-71.057820314999958 42.364376705000041, -71.058261678999941 42.364363085000036, -71.057779227999958 42.363789477000068, -71.057820314999958 42.364376705000041)))"
695,ST GERMAIN STREET PROTECTION AREA,Huntington Avenue/Prudential Center,1D,41,Mixed Use,Art41_ST GERMAIN STREET PROTECTION AREA,2.000000000000000,Protection Area,ART41-SUB008-0,0.006549980402105,0.000001485329389,
696,OS-A,Huntington Avenue/Prudential Center,1D,41,Open Space,Art41_OS-A,,Air-Right Open Space,ART41-SUB005-0,0.020616312023923,0.000002106359032,
697,CHRISTIAN SCIENCE INSTITUTIONAL AREA,Huntington Avenue/Prudential Center,1D,41,Comm/Instit,Art41_CHRISTIAN SCIENCE INSTITUTIONAL AREA,2.000000000000000,Institutional,ART41-SUB001-0,0.012028537625212,0.000006338759853,
698,MASSACHUSETTS AVENUE/BELVIDERE STREET PROTECTION AREA,Huntington Avenue/Prudential Center,1D,41,Mixed Use,Art41_MASSACHUSETTS AVENUE/BELVIDERE STREET PROTECTION AREA,4.000000000000000,Protection Area,ART41-SUB004-0,0.018395324557717,0.000003079559853,
699,ST BOTOLPH STREET PROTECTION AREA,Huntington Avenue/Prudential Center,1D,41,Mixed Use,Art41_ST BOTOLPH STREET PROTECTION AREA,2.000000000000000,Protection Area,ART41-SUB006-0,0.015279120003695,0.000008391168317,
700,ST CECILIA SPECIAL STUDY AREA,Huntington Avenue/Prudential Center,1D,41,Mixed Use,Art41_ST CECILIA SPECIAL STUDY AREA,7.000000000000000,Special Study Area,ART41-SUB007-0,0.008294598072588,0.000003138028071,
701,GENERAL AREA,Huntington Avenue/Prudential Center,1D,41,Mixed Use,Art41_GENERAL AREA,10.000000000000000,General Area,ART41-SUB002-0,0.024768988067134,0.000020558410008,
702,HUNTINGTON AVENUE BOULEVARD AREA,Huntington Avenue/Prudential Center,1D,41,Mixed Use,Art41_HUNTINGTON AVENUE BOULEVARD AREA,8.000000000000000,Huntington Avenue Boulevard Area,ART41-SUB003-0,0.012290217430634,0.000003917624644,
703,GENERAL AREA,Harborpark: Fort Point Waterfront,4A/4B,42E,Mixed Use,Art42E_GENERAL AREA,4.250000000000000,General Area,ART42E-SUB002-0,0.033176251075997,0.000032816790839,
704,WATERFRONT TRANSITION ZONE,Harborpark: Fort Point Waterfront,4A/4B,42E,Business,Art42E_WATERFRONT TRANSITION ZONE,3.000000000000000,Waterfront Transition Zone,ART42E-SUB004-0,0.010343148813998,0.000005126487710,
705,NORTHERN AVENUE TRANSITION ZONE,Harborpark: Fort Point Waterfront,4A/4B,42E,Business,Art42E_NORTHERN AVENUE TRANSITION ZONE,4.250000000000000,Transition Zone,ART42E-SUB003-0,0.009722972180658,0.000001500048578,
706,WATERFRONT TRANSITION ZONE,Harborpark: Fort Point Waterfront,4A/4B,42E,Business,Art42E_WATERFRONT TRANSITION ZONE,3.000000000000000,Waterfront Transition Zone,ART42E-SUB004-0,0.036650067724898,0.000044322973938,
707,BOSTON WHARF TRANSITION ZONE,Harborpark: Fort Point Waterfront,4A/4B,42E,Business,Art42E_BOSTON WHARF TRANSITION ZONE,4.000000000000000,Transition Zone,ART42E-SUB001-0,0.011929025105016,0.000001367326290,
708,MFR-2,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-2,4.000000000000000,Multifamily Residential,ART66-SUB010-0,0.015324353146486,0.000004702026892,
709,MFR-1,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-1,4.000000000000000,Multifamily Residential,ART66-SUB009-0,0.020963630645879,0.000008654917137,
710,MFR-1,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-1,4.000000000000000,Multifamily Residential,ART66-SUB009-0,0.003749591620342,0.000000437516635,
711,IS,Fenway Neighborhood,1Q,66,Comm/Instit,Art66_IS,8.000000000000000,Institutional,ART66-SUB005-0,0.034265909585527,0.000030574899146,
712,MFR-2,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-2,4.000000000000000,Multifamily Residential,ART66-SUB010-0,0.003449595624876,0.000000617408353,
713,MFR-2,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-2,4.000000000000000,Multifamily Residential,ART66-SUB010-0,0.005967353224513,0.000001780532887,
714,Mass Ave NS-1,Fenway Neighborhood,1Q,66,Business,Art66_Mass Ave NS-1,4.000000000000000,Neighborhood Shopping,ART66-SUB006-0,0.007149791299837,0.000001799704069,
715,Mass Ave NS-2,Fenway Neighborhood,1Q,66,Business,Art66_Mass Ave NS-2,5.000000000000000,Neighborhood Shopping,ART66-SUB007-0,0.006253641975973,0.000001783525503,
716,CUF,Fenway Neighborhood,1Q,66,Comm/Instit,Art66_CUF,4.000000000000000,Cultural Facilities,ART66-SUB002-0,0.004236755676752,0.000000878849971,
717,MFR/LS,Fenway Neighborhood,1Q,66,Residential,Art66_MFR/LS,4.000000000000000,Multifamily Residential/Local Services,ART66-SUB008-0,0.001531197277277,0.000000143460880,
718,OS-UP,Fenway Neighborhood,1Q,66,Open Space,Art66_OS-UP,,Urban Plaza Open Space,ART66-SUB017-0,0.002128950000509,0.000000130630966,"MULTIPOLYGON (((-71.086724496999977 42.343459581000047, -71.086851042999967 42.343674734000047, -71.086915033999958 42.343783531000042, -71.087538553999934 42.343620505000047, -71.087679655999978 42.343612261000033, -71.087627177999934 42.343603947000076, -71.087540655999987 42.343590240000026, -71.086789108999938 42.343471173000069, -71.086789098999986 42.343471171000033, -71.086741666999956 42.343462661000046, -71.086724496999977 42.343459581000047)))"
719,Westland Ave NS-1,Fenway Neighborhood,1Q,66,Business,Art66_Westland Ave NS-1,4.000000000000000,Neighborhood Shopping,ART66-SUB020-0,0.003448185044158,0.000000651736971,
720,OS-P,Fenway Neighborhood,1Q,66,Open Space,Art66_OS-P,,Parkland Open Space,ART66-SUB015-0,0.002824855304659,0.000000314263613,
721,OS-RC,Fenway Neighborhood,1Q,66,Open Space,Art66_OS-RC,,Recreation Open Space,ART66-SUB016-0,0.001318853819938,0.000000105563569,
722,IS,Fenway Neighborhood,1Q,66,Comm/Instit,Art66_IS,4.000000000000000,Institutional,ART66-SUB005-0,0.005177209989015,0.000000886818711,
723,MFR/LS,Fenway Neighborhood,1Q,66,Residential,Art66_MFR/LS,4.000000000000000,Multifamily Residential/Local Services,ART66-SUB008-0,0.002754640618002,0.000000451025932,
724,OS-G,Fenway Neighborhood,1Q,66,Open Space,Art66_OS-G,,Community Garden Open Space,ART66-SUB014-0,0.001769272182194,0.000000164293589,"MULTIPOLYGON (((-71.089067817999933 42.34279975000004, -71.088998336999964 42.343053948000033, -71.089333283999963 42.343105670000057, -71.089623932999984 42.343146775000037, -71.089637411999945 42.34309795300004, -71.089687868999988 42.342915143000027, -71.089620644999968 42.342885144000036, -71.089536020999958 42.34287207300008, -71.089354093999987 42.342843967000078, -71.089067817999933 42.34279975000004)))"
725,NI,Fenway Neighborhood,1Q,66,Comm/Instit,Art66_NI,4.000000000000000,Neighborhood Institutional,ART66-SUB013-0,0.002975960884481,0.000000446424515,
726,NI,Fenway Neighborhood,1Q,66,Comm/Instit,Art66_NI,4.000000000000000,Neighborhood Institutional,ART66-SUB013-0,0.002506146780275,0.000000317617734,
727,MFR-1,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-1,4.000000000000000,Multifamily Residential,ART66-SUB009-0,0.001401528090892,0.000000118508570,
728,Huntington Ave NS-2,Fenway Neighborhood,1Q,66,Business,Art66_Huntington Ave NS-2,5.000000000000000,Neighborhood Shopping,ART66-SUB004-0,0.009857518476097,0.000002221564451,
729,MFR/LS,Fenway Neighborhood,1Q,66,Residential,Art66_MFR/LS,4.000000000000000,Multifamily Residential/Local Services,ART66-SUB008-0,0.002792592435106,0.000000403122280,
730,Mass Ave NS-2,Fenway Neighborhood,1Q,66,Business,Art66_Mass Ave NS-2,5.000000000000000,Neighborhood Shopping,ART66-SUB007-0,0.002944813322839,0.000000431569787,
731,NI,Fenway Neighborhood,1Q,66,Comm/Instit,Art66_NI,4.000000000000000,Neighborhood Institutional,ART66-SUB013-0,0.003368746106536,0.000000568088181,
732,MFR-1,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-1,4.000000000000000,Multifamily Residential,ART66-SUB009-0,0.002586126922254,0.000000338762088,
733,MFR-2,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-2,4.000000000000000,Multifamily Residential,ART66-SUB010-0,0.005634790533175,0.000001328935268,
734,SOUTH BOYLSTON NS-1,Fenway Neighborhood,1Q,66,Business,Art66_SOUTH BOYLSTON NS-1,4.000000000000000,Neighborhood Shopping,ART66-SUB018-0,0.011527442568998,0.000001853974179,
735,Fenway Triangle NDA,Fenway Neighborhood,1Q,66,Mixed Use,Art66_Fenway Triangle NDA,5.000000000000000,Neighborhood Development Area,ART66-SUB003-0,0.022236382656911,0.000012343105221,
736,Brookline Ave CC,Fenway Neighborhood,1Q,66,Business,Art66_Brookline Ave CC,4.000000000000000,Community Commercial,ART66-SUB001-0,0.015536292504214,0.000010346094718,
737,North Boylston NS-2,Fenway Neighborhood,1Q,66,Business,Art66_North Boylston NS-2,5.000000000000000,Neighborhood Shopping,ART66-SUB011-0,0.015329543717880,0.000004595296708,
738,MFR-1,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-1,4.000000000000000,Multifamily Residential,ART66-SUB009-0,0.003116171696785,0.000000493666070,
739,CUF,Fenway Neighborhood,1Q,66,Comm/Instit,Art66_CUF,4.000000000000000,Cultural Facilities,ART66-SUB002-0,0.011923255113382,0.000006680343637,
740,MFR/LS,Fenway Neighborhood,1Q,66,Residential,Art66_MFR/LS,4.000000000000000,Multifamily Residential/Local Services,ART66-SUB008-0,0.002682553727111,0.000000403761037,
741,MFR/LS,Fenway Neighborhood,1Q,66,Residential,Art66_MFR/LS,4.000000000000000,Multifamily Residential/Local Services,ART66-SUB008-0,0.003937478222317,0.000000607265034,
742,OS-P,Fenway Neighborhood,1Q,66,Open Space,Art66_OS-P,,Parkland Open Space,ART66-SUB015-0,0.002195963994178,0.000000272537212,
743,MFR/LS,Fenway Neighborhood,1Q,66,Residential,Art66_MFR/LS,4.000000000000000,Multifamily Residential/Local Services,ART66-SUB008-0,0.004435218561649,0.000000677425248,
744,MFR-2,Fenway Neighborhood,1Q,66,Residential,Art66_MFR-2,4.000000000000000,Multifamily Residential,ART66-SUB010-0,0.029575973022013,0.000015375616177,
745,OS-P,Fenway Neighborhood,1Q,66,Open Space,Art66_OS-P,,Parkland Open Space,ART66-SUB015-0,0.049200700156495,0.000043460924296,
746,OS-UP,Fenway Neighborhood,1Q,66,Open Space,Art66_OS-UP,,Urban Plaza Open Space,ART66-SUB017-0,0.002846643332002,0.000000327562651,
747,B-8-120c,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8-120c,8.000000000000000,General Business,ARTUZ-SUB011-0,0.005574041849406,0.000001126007864,
748,B-8,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8,8.000000000000000,General Business,ARTUZ-SUB012-0,0.001096793855198,0.000000041646678,"MULTIPOLYGON (((-71.079440763999969 42.348962063000045, -71.079348068999934 42.348986539000066, -71.079253033999976 42.349010925000073, -71.079294578999964 42.349094973000035, -71.079392545999951 42.349069290000045, -71.079734573999986 42.348979624000037, -71.079734548999966 42.348979574000055, -71.079692313999942 42.34889564000008, -71.079440763999969 42.348962063000045)))"
749,B-2,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-2,2.000000000000000,General Business,ARTUZ-SUB004-0,0.001963731992594,0.000000231461025,
750,B-4,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-4,4.000000000000000,General Business,ARTUZ-SUB006-0,0.016321541529880,0.000011677689924,
751,H-2,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-2,2.000000000000000,Apartment Residential,ARTUZ-SUB018-0,0.017034951983511,0.000006755458688,
752,H-4,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-4,4.000000000000000,Apartment Residential,ARTUZ-SUB021-0,0.010521805096910,0.000005929576681,
753,H-3,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-3,3.000000000000000,Apartment Residential,ARTUZ-SUB020-0,0.034830054223357,0.000005277613349,
754,OS,Boston Proper,1,Underlying Zoning,Open Space,ArtUnderlying Zoning_OS,,Open Space,ARTUZ-SUB035-0,0.014502962432814,0.000012484451093,
755,H-3-65,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-3-65,3.000000000000000,Apartment Residential,ARTUZ-SUB019-0,0.053682049226302,0.000062453750968,
756,H-5,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-5,5.000000000000000,Apartment Residential,ARTUZ-SUB022-0,0.003449580591899,0.000000725434641,
757,B-8,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8,8.000000000000000,General Business,ARTUZ-SUB012-0,0.002123758656641,0.000000266153356,"MULTIPOLYGON (((-71.071094348999964 42.352678450000042, -71.071120282999971 42.352731360000064, -71.071285015999933 42.353067450000026, -71.071549482999956 42.352996018000056, -71.071894873999952 42.352902727000071, -71.071886875999951 42.352887824000049, -71.071745721999946 42.352599970000028, -71.071706960999961 42.352520280000078, -71.071094348999964 42.352678450000042)))"
758,B-3-65,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-3-65,3.000000000000000,General Business,ARTUZ-SUB005-0,0.035808454826666,0.000013715941297,
759,L-2-65,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_L-2-65,2.000000000000000,Local Business,ARTUZ-SUB027-0,0.027180092782001,0.000005811296950,
760,H-2-65,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-2-65,2.000000000000000,Apartment Residential,ARTUZ-SUB017-0,0.016573578178234,0.000011969724631,
761,B-6-90a,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-6-90a,6.000000000000000,General Business,ARTUZ-SUB007-0,0.023986674352614,0.000005482421750,
762,B-8-120a,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8-120a,8.000000000000000,General Business,ARTUZ-SUB009-0,0.013326490130712,0.000002949887634,
763,H-1,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-1,1.000000000000000,Apartment Residential,ARTUZ-SUB016-0,0.051294965347457,0.000035129525084,
764,H-1,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-1,1.000000000000000,Apartment Residential,ARTUZ-SUB016-0,0.036232417605408,0.000017801170703,
765,H-3,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-3,3.000000000000000,Apartment Residential,ARTUZ-SUB020-0,0.003238493610444,0.000000575350779,
766,OS,Boston Proper,1,Underlying Zoning,Open Space,ArtUnderlying Zoning_OS,,Open Space,ARTUZ-SUB035-0,0.063086683433948,0.000085515366034,
767,B-8-120c,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8-120c,8.000000000000000,General Business,ARTUZ-SUB011-0,0.005982993803067,0.000001282399039,
768,B-8,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8,8.000000000000000,General Business,ARTUZ-SUB012-0,0.006297998587129,0.000002006635237,
769,B-6-90b,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-6-90b,6.000000000000000,General Business,ARTUZ-SUB008-0,0.010722512267141,0.000003975649862,
770,B-8-120c,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8-120c,8.000000000000000,General Business,ARTUZ-SUB011-0,0.003370386089967,0.000000530288944,
771,L-2,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_L-2,2.000000000000000,Local Business,ARTUZ-SUB028-0,0.002287373720354,0.000000165371252,
772,B-8-120b,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8-120b,8.000000000000000,General Business,ARTUZ-SUB010-0,0.009545597657729,0.000002910177738,
773,B-2,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-2,2.000000000000000,General Business,ARTUZ-SUB004-0,0.003342872959377,0.000000542351931,
774,H-2,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-2,2.000000000000000,Apartment Residential,ARTUZ-SUB018-0,0.027068083954485,0.000016428892346,
775,OS,Boston Proper,1,Underlying Zoning,Open Space,ArtUnderlying Zoning_OS,,Open Space,ARTUZ-SUB035-0,0.020152127227903,0.000023020365623,
776,H-3,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-3,3.000000000000000,Apartment Residential,ARTUZ-SUB020-0,0.020473370640095,0.000016764771044,
777,H-2-65,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-2-65,2.000000000000000,Apartment Residential,ARTUZ-SUB017-0,0.022967918502038,0.000025851547251,
778,B-4,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-4,4.000000000000000,General Business,ARTUZ-SUB006-0,0.001877495894737,0.000000069221378,"MULTIPOLYGON (((-71.065199995999933 42.362415487000078, -71.06606119099996 42.362420124000039, -71.06606089099995 42.362404183000081, -71.066059519999953 42.362331211000026, -71.065206115999956 42.362342999000077, -71.065204876999985 42.362343016000068, -71.065200809999965 42.362403402000041, -71.065199995999933 42.362415487000078)))"
779,H-1,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-1,1.000000000000000,Apartment Residential,ARTUZ-SUB016-0,0.004046189625095,0.000000897663806,
780,H-4,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-4,4.000000000000000,Apartment Residential,ARTUZ-SUB021-0,0.045393359443863,0.000030222419207,
781,DANA FARBER CANCER INTITUTE IS,Boston Proper,1,Underlying Zoning,Comm/Instit,ArtUnderlying Zoning_DANA FARBER CANCER INTITUTE IS,4.000000000000000,Institutional,ARTUZ-SUB014-0,0.006814296877862,0.000001911918577,
782,NE DEACONESS HOSPITAL INSTITUTIONAL DISTRICT,Boston Proper,1,Underlying Zoning,Comm/Instit,ArtUnderlying Zoning_NE DEACONESS HOSPITAL INSTITUTIONAL DISTRICT,4.000000000000000,Institutional,ARTUZ-SUB034-0,0.011133299271178,0.000005950227599,
783,BETH ISRAEL HOSPITAL INSTITUTIONAL DISTRICT,Boston Proper,1,Underlying Zoning,Comm/Instit,ArtUnderlying Zoning_BETH ISRAEL HOSPITAL INSTITUTIONAL DISTRICT,4.000000000000000,Institutional,ARTUZ-SUB013-0,0.011181024075596,0.000005098749132,
784,L-1,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_L-1,1.000000000000000,Local Business,ARTUZ-SUB026-0,0.002277585022630,0.000000288727844,
785,L-1,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_L-1,1.000000000000000,Local Business,ARTUZ-SUB026-0,0.002802060306440,0.000000289617704,
786,H-2,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-2,2.000000000000000,Apartment Residential,ARTUZ-SUB018-0,0.004050549033493,0.000000972107263,
787,B-10,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-10,10.000000000000000,General Business,ARTUZ-SUB001-0,0.005739957563525,0.000000935848336,
788,L-2,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_L-2,2.000000000000000,Local Business,ARTUZ-SUB028-0,0.002873425582956,0.000000433325031,
789,B-1,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-1,1.000000000000000,General Business,ARTUZ-SUB002-0,0.002350365267175,0.000000218627749,"MULTIPOLYGON (((-71.098108339999953 42.336721710000063, -71.098323550999964 42.337166133000039, -71.098327524999945 42.337162421000073, -71.098421877999954 42.337041980000038, -71.098746694999988 42.336627351000061, -71.09889727999996 42.336427695000054, -71.098923124999942 42.336393428000065, -71.098108339999953 42.336721710000063)))"
790,M-2,Boston Proper,1,Underlying Zoning,Industrial,ArtUnderlying Zoning_M-2,2.000000000000000,Restricted Manufacturing,ARTUZ-SUB030-0,0.011486861208172,0.000001684633957,
791,H-3,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-3,3.000000000000000,Apartment Residential,ARTUZ-SUB020-0,0.033814972996024,0.000028253676325,
792,B-4,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-4,4.000000000000000,General Business,ARTUZ-SUB006-0,0.006377129373225,0.000001684230400,
793,MCOP INSTITUTIONAL DISTRICT,Boston Proper,1,Underlying Zoning,Comm/Instit,ArtUnderlying Zoning_MCOP INSTITUTIONAL DISTRICT,3.000000000000000,Institutional,ARTUZ-SUB033-0,0.003881001708927,0.000000916688263,"MULTIPOLYGON (((-71.100457778999953 42.336965748000068, -71.100469647999944 42.336970500000064, -71.100470039999948 42.336970657000052, -71.101443317999951 42.337360339000043, -71.101534886999957 42.337214926000058, -71.101913360999959 42.336614310000073, -71.101913377999949 42.336614283000074, -71.101918677999947 42.336605871000074, -71.100954077999972 42.336225868000042, -71.100457778999953 42.336965748000068)))"
794,H-3,Boston Proper,1,Underlying Zoning,Residential,ArtUnderlying Zoning_H-3,3.000000000000000,Apartment Residential,ARTUZ-SUB020-0,0.006519186310356,0.000002205150246,
795,B-4,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-4,4.000000000000000,General Business,ARTUZ-SUB006-0,0.010763281631789,0.000002385750071,
796,B-8-120c,Boston Proper,1,Underlying Zoning,Business,ArtUnderlying Zoning_B-8-120c,8.000000000000000,General Business,ARTUZ-SUB011-0,0.005394056443694,0.000001013797089,
797,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.015182406994894,0.000008713620607,
798,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.003773165689899,0.000000602673757,
799,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-.5,0.500000000000000,Local Convenience,ART51-SUB029-0,0.001814172336804,0.000000149946658,
800,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.005601431599824,0.000000989309613,
801,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.009070568416904,0.000003013717315,
802,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.012763821555443,0.000002895156262,
803,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.010353478627558,0.000005128266950,
804,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.010220845805479,0.000003200191230,
805,OS-UW,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-UW,,Urban Wild Open Space,ART51-SUB044-0,0.001848749996450,0.000000197542567,
806,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Art51_CPS,0.300000000000000,Conservation Protection,ART51-SUB021-0,0.002632544803936,0.000000321903773,
807,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.003615172600833,0.000000686324037,
808,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.002271387278758,0.000000206547429,
809,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.002519297708818,0.000000364154318,
810,2F-5000 (A),Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000 (A),0.600000000000000,Two-Family Residential,ART51-SUB004-0,0.023046624949268,0.000014600360464,
811,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-.5,0.500000000000000,Neighborhood Shopping,ART51-SUB035-0,0.017478294246593,0.000003747766583,
812,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.001416006559341,0.000000100983783,"MULTIPOLYGON (((-71.149503186999937 42.349209204000033, -71.149517918999948 42.349217490000058, -71.14951797599997 42.34921752200006, -71.149909567999941 42.349437781000063, -71.14997699099996 42.349396639000076, -71.14999103699995 42.349388067000064, -71.150117700999942 42.349303452000072, -71.149763904999986 42.349087749000034, -71.149503186999937 42.349209204000033)))"
