OID_,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Urban_Label,Shape_Length,Shape_Area,shape_wkt
813,OS-CM,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-CM,,Cemetery Open Space,ART51-SUB039-0,0.002020938010472,0.000000217544202,"MULTIPOLYGON (((-71.151978643999939 42.350576428000068, -71.152020132999951 42.350578999000049, -71.152430749999951 42.350604446000034, -71.152560631999961 42.350616481000031, -71.15273693499995 42.35033394800007, -71.152775847999976 42.350283459000025, -71.152642339999943 42.350268641000071, -71.152394987999969 42.350261436000039, -71.152393203999964 42.350261384000078, -71.152392481999982 42.350261347000071, -71.152083570999935 42.350245520000044, -71.151978643999939 42.350576428000068)))"
814,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.002653513242028,0.000000253855116,"MULTIPOLYGON (((-71.147022021999987 42.350146973000051, -71.147268291999978 42.350183830000049, -71.147858318999965 42.350342553000075, -71.148129535999942 42.349778151000066, -71.147022021999987 42.350146973000051)))"
815,ST. ELIZABETH'S HOSPITAL IS,Allston/Brighton Neighborhood,7ABCD,51,Comm/Instit,Art51_ST. ELIZABETH'S HOSPITAL IS,2.000000000000000,Institutional,ART51-SUB045-0,0.013187749991829,0.000007121666818,
816,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Art51_CPS,0.300000000000000,Conservation Protection,ART51-SUB021-0,0.013016560122570,0.000007080835064,
817,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.008892884522279,0.000002182675306,
818,1F-3000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-3000,0.500000000000000,One-Family Residential,ART51-SUB001-0,0.011659003363017,0.000005276853023,
819,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-.5,0.500000000000000,Local Convenience,ART51-SUB029-0,0.002009713931651,0.000000205975872,
820,FRANCISCAN CHILDREN'S HOSPITAL IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Art51_FRANCISCAN CHILDREN'S HOSPITAL IS,2.000000000000000,Institutional,ART51-SUB022-0,0.011248893812005,0.000003997981157,
821,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.008353235212038,0.000002555144521,
822,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.010927671455456,0.000002079338576,
823,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.013762044438342,0.000005725908213,
824,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.009659530741513,0.000002577295446,
825,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.007524250914046,0.000002490941418,
826,LC-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-1,1.000000000000000,Local Convenience,ART51-SUB030-0,0.005252786176166,0.000000951893927,
827,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-5000,0.500000000000000,One-Family Residential,ART51-SUB003-0,0.006156757834046,0.000001256988006,
828,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.013534631663256,0.000008574151129,
829,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-.5,0.500000000000000,Local Convenience,ART51-SUB029-0,0.003762378909763,0.000000809067941,
830,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-.5,0.500000000000000,Local Convenience,ART51-SUB029-0,0.002248434908421,0.000000280137221,
831,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Art51_CPS,0.300000000000000,Conservation Protection,ART51-SUB021-0,0.012556576917856,0.000008214188258,
832,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.009238517385763,0.000003992387105,
833,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Art51_CPS,0.300000000000000,Conservation Protection,ART51-SUB021-0,0.009011866500685,0.000002906177138,
834,1F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-4000,0.500000000000000,One-Family Residential,ART51-SUB002-0,0.004686965191016,0.000001196673336,
835,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_MFR-1,1.000000000000000,Multifamily Residential,ART51-SUB032-0,0.007019200934842,0.000002331375354,
836,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-5000,0.500000000000000,One-Family Residential,ART51-SUB003-0,0.018246656063829,0.000005921108267,
837,1F-3000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-3000,0.500000000000000,One-Family Residential,ART51-SUB001-0,0.010194048156695,0.000002796550583,
838,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Art51_CPS,0.300000000000000,Conservation Protection,ART51-SUB021-0,0.006069050693798,0.000002146430919,
839,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.001558790773452,0.000000088697687,
840,1F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-4000,0.500000000000000,One-Family Residential,ART51-SUB002-0,0.005027389477490,0.000001086170681,
841,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-.5,0.500000000000000,Neighborhood Shopping,ART51-SUB035-0,0.003822975048739,0.000000555465454,
842,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.003016811005100,0.000000469922587,
843,BOSTON UNIVERSITY IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Art51_BOSTON UNIVERSITY IS,3.000000000000000,Institutional,ART51-SUB014-0,0.003786830634003,0.000000888390376,
844,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.036055556798166,0.000018516197792,
845,LINDEN STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Art51_LINDEN STREET LI-1,1.000000000000000,Local Industrial,ART51-SUB031-0,0.006511679090234,0.000001544557218,
846,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.008601710464518,0.000003094901280,
847,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.002847224239221,0.000000479128742,
848,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-.5,0.500000000000000,Local Convenience,ART51-SUB029-0,0.002613773800031,0.000000274141666,
849,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.009744548888086,0.000001593976291,
850,OS-UW,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-UW,,Urban Wild Open Space,ART51-SUB044-0,0.004469505348716,0.000000248452422,
851,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.027859693963350,0.000018086218785,
852,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-.5,0.500000000000000,Neighborhood Shopping,ART51-SUB035-0,0.011673193281240,0.000002394136924,
853,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-5000,0.500000000000000,One-Family Residential,ART51-SUB003-0,0.014127407912433,0.000007520066063,
854,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Art51_CPS,0.300000000000000,Conservation Protection,ART51-SUB021-0,0.002803167019231,0.000000224757779,
855,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.056648658998416,0.000037513587797,
856,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.003736719849168,0.000000765138863,
857,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.009607930531226,0.000005034433178,
858,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.007070954522375,0.000002744481960,
859,GOODENOUGH STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Art51_GOODENOUGH STREET LI-1,1.000000000000000,Local Industrial,ART51-SUB023-0,0.010690074736528,0.000003583909522,
860,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-5000,0.500000000000000,One-Family Residential,ART51-SUB003-0,0.013037476091291,0.000003343079996,
861,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-5000,0.500000000000000,One-Family Residential,ART51-SUB003-0,0.009778902642551,0.000004100458891,
862,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-.5,0.500000000000000,Local Convenience,ART51-SUB029-0,0.003743874349995,0.000000497278210,
863,OS-UP,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-UP,,Urban Plaza Open Space,ART51-SUB043-0,0.001699753035368,0.000000151200642,
864,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.008472308454942,0.000002640244807,
865,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.002471281063261,0.000000344738818,
866,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.006342847427899,0.000001882123410,
867,BRAINTREE STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Art51_BRAINTREE STREET LI-1,1.000000000000000,Local Industrial,ART51-SUB013-0,0.015211034298474,0.000005843773573,
868,CC-2,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_CC-2,2.000000000000000,Community Commercial,ART51-SUB016-0,0.041946623081597,0.000014785195959,
869,BOSTON UNIVERSITY IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Art51_BOSTON UNIVERSITY IS,3.000000000000000,Institutional,ART51-SUB014-0,0.001731581954639,0.000000181106817,
870,BOSTON UNIVERSITY IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Art51_BOSTON UNIVERSITY IS,3.000000000000000,Institutional,ART51-SUB014-0,0.001500642913631,0.000000118229158,
871,BOSTON UNIVERSITY IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Art51_BOSTON UNIVERSITY IS,3.000000000000000,Institutional,ART51-SUB014-0,0.033873872358704,0.000017579325491,
872,ASHFORD ST LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Art51_ASHFORD ST LI-1,1.000000000000000,Local Industrial,ART51-SUB011-0,0.011972121485762,0.000002035628449,
873,1F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_1F-4000,0.500000000000000,One-Family Residential,ART51-SUB002-0,0.016747688367781,0.000006466064792,
874,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.007729575844601,0.000002711866504,
875,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.014685052010787,0.000006426529242,
876,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.013657200359200,0.000005942766257,
877,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.001245818971254,0.000000063902950,"MULTIPOLYGON (((-71.133155259999967 42.359422718000076, -71.133118657999944 42.359550207000041, -71.133106084999952 42.359594003000041, -71.133105501999978 42.359596033000059, -71.133071237999957 42.359715381000058, -71.133071400999938 42.359715283000071, -71.133243069999935 42.359611886000039, -71.133243145999984 42.359611840000071, -71.133513844999982 42.359448514000064, -71.133476654999981 42.35943979700005, -71.133156355999972 42.359365281000066, -71.133155259999967 42.359422718000076)))"
878,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_LC-.5,0.500000000000000,Local Convenience,ART51-SUB029-0,0.001472323244516,0.000000122917515,
879,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.008202255358520,0.000003369466618,
880,OS-G,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-G,,Community Garden Open Space,ART51-SUB040-0,0.001476732820581,0.000000130415631,
881,GUEST STREET LI-2,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Art51_GUEST STREET LI-2,2.000000000000000,Local Industrial,ART51-SUB024-0,0.028121225876824,0.000028780492839,
882,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-.5,0.500000000000000,Neighborhood Shopping,ART51-SUB035-0,0.003438163959069,0.000000470670563,
883,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.017472579722580,0.000005484030697,
884,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.014930201752530,0.000003915869663,
885,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.004005014848137,0.000000594445614,
886,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.073836258407104,0.000039233590626,
887,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-.5,0.500000000000000,Neighborhood Shopping,ART51-SUB035-0,0.005634545497502,0.000001034806271,
888,N BEACON STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Art51_N BEACON STREET LI-1,1.000000000000000,Local Industrial,ART51-SUB034-0,0.005019608418940,0.000001324801121,
889,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-P,,Parkland Open Space,ART51-SUB041-0,0.009414867843841,0.000002446096376,
890,Boston Landing CC-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Art51_LI-1,1.000000000000000,Local Industrial,ART51-SUB027-0,0.011917114346689,0.000007996518309,
891,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.009695740739308,0.000001577706878,
892,Western Avenue/Soldiers Field Road CC-1,Allston/Brighton Neighborhood,7B-7D,51,Business,Art51_Western Avenue/Soldiers Field Road CC-2,2.000000000000000,Community Commercial,ART51-SUB046-0,0.005046793206645,0.000001338261920,"MULTIPOLYGON (((-71.130416968999953 42.364344961000029, -71.131143579999957 42.363091270000041, -71.129777054999977 42.363184119000039, -71.129149343999984 42.363656238000033, -71.130416968999953 42.364344961000029)))"
893,CC-3,Mission Hill Neighborhood,6D,59,Business,Art59_CC-3,3.000000000000000,Community Commercial,ART59-SUB007-0,0.006580675179394,0.000001975876603,"MULTIPOLYGON (((-71.093003409999938 42.33815323500005, -71.093542185999979 42.338141034000046, -71.093615257999943 42.33832060900005, -71.093691913999976 42.338522226000066, -71.094057088999989 42.338344683000059, -71.094689824999989 42.338073098000052, -71.095050243999935 42.337914829000056, -71.09556145099998 42.337678692000054, -71.093653720999953 42.336949536000077, -71.09289479399996 42.338161070000069, -71.093003409999938 42.33815323500005)))"
894,WENTWORTH INSTITITE IS,Mission Hill Neighborhood,6D,59,Comm/Instit,Art59_WENTWORTH INSTITITE IS,2.000000000000000,Institutional,ART59-SUB025-0,0.003643100641438,0.000000607547961,"MULTIPOLYGON (((-71.093691913999976 42.338522226000066, -71.093615257999943 42.33832060900005, -71.093542185999979 42.338141034000046, -71.093003409999938 42.33815323500005, -71.09289479399996 42.338161070000069, -71.092316853999932 42.339092806000053, -71.092498052999986 42.339014735000035, -71.093583518999935 42.338578656000038, -71.093691913999976 42.338522226000066)))"
895,PILOT HOUSE EXTENSION,Harborpark: North End Waterfront,1E-1F,42A,Business,Art42A_PILOT HOUSE EXTENSION,,Pilot House Extension,ART42A-SUB020-0,0.002281721774072,0.000000159834431,"MULTIPOLYGON (((-71.051067410999963 42.363974074000055, -71.050873700999944 42.363949729000069, -71.050109077999934 42.363865924000038, -71.050080210999965 42.364032166000072, -71.050880737999933 42.364112341000066, -71.051067735999936 42.364130245000069, -71.051067410999963 42.363974074000055)))"
896,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.006414548801409,0.000001921224504,
897,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.028055097200640,0.000017667067916,
898,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.020498880750449,0.000011883720520,
899,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.011389436308643,0.000006788661204,
900,ALLSTON LANDING NORTH EDA,Allston/Brighton Neighborhood,7A-7D,51,Mixed Use,Art51_ALLSTON LANDING NORTH EDA,2.000000000000000,Economic Development Area,ART51-SUB009-0,0.033051921948730,0.000035840551188,
901,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_MFR-1,1.000000000000000,Multifamily Residential,ART51-SUB032-0,0.009456925506368,0.000003566729500,
902,Barry's Corner CC-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_WESTERN AVENUE/ SOLDIER FIELD RD CC-1,1.000000000000000,Community Commercial,ART51-SUB047-0,0.009077944169475,0.000002851335662,
903,HARVARD UNIVERSITY IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Art51_HARVARD UNIVERSITY IS,1.000000000000000,Institutional,ART51-SUB026-0,0.003503265114310,0.000000528969442,
904,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.034487630075604,0.000016504930765,
905,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.005349916263888,0.000001091413331,
906,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_3F-4000,0.800000000000000,Three-Family Residential,ART51-SUB006-0,0.009475211995208,0.000001595719059,
907,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.005060277132459,0.000000924478725,
908,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-RC,,Recreation Open Space,ART51-SUB042-0,0.002766338090549,0.000000444103966,
909,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_MFR-1,1.000000000000000,Multifamily Residential,ART51-SUB032-0,0.012793669862737,0.000004311700542,
910,OS-A,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Art51_OS-A,,Air-Right Open Space,ART51-SUB037-0,0.014009595264822,0.000002340517087,
911,CC-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_CC-1,1.000000000000000,Community Commercial,ART51-SUB015-0,0.072732969727369,0.000042328175886,
912,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.005008079296742,0.000001300408413,
913,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Art51_NS-1,1.000000000000000,Neighborhood Shopping,ART51-SUB036-0,0.012589490365024,0.000003944343557,
914,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Art51_2F-5000,0.600000000000000,Two-Family Residential,ART51-SUB005-0,0.018075206944957,0.000010024580760,
